_id,lat,lon,area,price,num_bed,num_bath,category
ObjectId(5e5f39ac38c1de470fcd1427),21.0564828,105.8087634,85.0,11500000000.0,4.0,4.0,2
ObjectId(5e5f39ac38c1de470fcd1429),21.0424152,105.8163279,65.0,13500000000.0,4.0,4.0,2
ObjectId(5e5f39ac38c1de470fcd142b),21.0371542,105.89784527756584,30.0,2350000000.00,3.0,3.0,2
ObjectId(5e5f39ac38c1de470fcd142d),20.94899715,105.84622360952885,120.0,2400000000.0,3.0,2.0,2
ObjectId(5e5f398d38c1de470fcd13e6),21.032428,105.82913470000001,38.0,3650000000.00,3.0,2.0,2
ObjectId(5e5f39ae38c1de470fcd1432),21.0418238,105.83511000000001,36.0,4050000000.00,3.0,3.0,2
ObjectId(5e5f39ae38c1de470fcd1435),21.070959091186523,105.8076629638672,40.0,7150000000.00,4.0,4.0,2
ObjectId(5e5f39ae38c1de470fcd1433),20.9755354,105.8574465456738,50.0,4800000000.0,4.0,4.0,2
ObjectId(5e5f398f38c1de470fcd13ea),21.00114,105.82423999999999,114.0,13500000000.0,4.0,4.0,2
ObjectId(5e5f399138c1de470fcd13ed),21.02169,105.79982,35.0,4700000000.0,3.0,3.0,2
ObjectId(5e5f39b038c1de470fcd1437),21.02657955,105.7798146676983,35.0,4100000000.0,4.0,3.0,2
ObjectId(5e5f39b138c1de470fcd1438),21.029726999999998,105.79133320228829,40.0,4500000000.0,4.0,4.0,2
ObjectId(5e5f39b138c1de470fcd143b),21.0757863,105.8221646,33.0,2990000000.00,4.0,4.0,2
ObjectId(5e5f399338c1de470fcd13ef),21.0356697,105.8102348,56.0,7300000000.0,4.0,4.0,2
ObjectId(5e5f399338c1de470fcd13f5),20.95524,105.76261000000001,50.0,2900000000.0,3.0,4.0,2
ObjectId(5e5f399538c1de470fcd13f8),20.9430245,105.80546379999998,32.0,1700000000.0,3.0,3.0,2
ObjectId(5e5f399538c1de470fcd13fa),21.063442600000002,105.80954129999999,73.2,5600000000.0,4.0,3.0,2
ObjectId(5e5f399538c1de470fcd13fc),21.0326,105.80876,34.0,3600000000.0,4.0,4.0,2
ObjectId(5e5f39b438c1de470fcd143c),21.036305399999996,105.82898610000001,42.0,4650000000.00,4.0,4.0,2
ObjectId(5e5f39b438c1de470fcd143d),21.042682199999998,105.8353012,35.0,3450000000.00,3.0,3.0,2
ObjectId(5e5f39b438c1de470fcd1443),21.029726999999998,105.79133320228829,40.0,6500000000.0,3.0,3.0,2
ObjectId(5e5f39b538c1de470fcd1445),21.029726999999998,105.79133320228829,48.0,13900000000.0,4.0,4.0,2
ObjectId(5e5f39b538c1de470fcd1447),21.0374681,105.81760179999999,35.0,3600000000.0,4.0,3.0,2
ObjectId(5e5f39b738c1de470fcd1449),21.006518399999997,105.8576709324166,32.0,4500000000.0,3.0,3.0,2
ObjectId(5e5f39b838c1de470fcd144a),20.9755354,105.8574465456738,58.0,5600000000.0,3.0,3.0,2
ObjectId(5e5f39b838c1de470fcd144c),21.0297712,105.9131996,64.0,5300000000.0,4.0,4.0,2
ObjectId(5e5f399638c1de470fcd13fd),21.0232625,105.79547140000001,36.0,3600000000.0,3.0,3.0,2
ObjectId(5e5f399738c1de470fcd13fe),21.0387421,105.821931,40.0,3850000000.00,4.0,3.0,2
ObjectId(5e5f399738c1de470fcd13ff),21.01265,105.8253,33.0,3000000000,3.0,2.0,2
ObjectId(5e5f39b838c1de470fcd144e),21.003050199999997,105.82441019999999,36.0,4350000000.00,4.0,4.0,2
ObjectId(5e5f39bc38c1de470fcd1450),21.0144882,105.82358773627462,56.0,8500000000.0,4.0,4.0,2
ObjectId(5e5f39bc38c1de470fcd1453),20.99439525,105.81939890126282,100.0,11000000000,4.0,4.0,2
ObjectId(5e5f39bc38c1de470fcd1454),21.0144882,105.82358773627462,32.0,2800000000.0,3.0,3.0,2
ObjectId(5e5f39bc38c1de470fcd1455),21.0144882,105.82358773627462,30.2,2500000000.0,3.0,4.0,2
ObjectId(5e5f39bc38c1de470fcd1456),21.025959399999998,105.9095826,30.0,2100000000.0,3.0,3.0,2
ObjectId(5e5f39bc38c1de470fcd1458),20.99439525,105.81939890126282,35.0,3200000000.0,3.0,4.0,2
ObjectId(5e5f39bc38c1de470fcd1459),20.9866926,105.8430822,58.0,5600000000.0,3.0,3.0,2
ObjectId(5e5f399a38c1de470fcd1403),21.0336292,105.79368899999999,35.0,3700000000.0,3.0,4.0,2
ObjectId(5e5f399a38c1de470fcd1408),21.006518399999997,105.8576709324166,37.0,1700000000.0,4.0,4.0,2
ObjectId(5e5f399d38c1de470fcd140c),21.051724399999998,105.80429369999999,40.0,4500000000.0,4.0,4.0,2
ObjectId(5e5f399d38c1de470fcd140e),21.0294293,105.8110653,30.0,2050000000.00,2.0,3.0,2
ObjectId(5e5f399f38c1de470fcd1411),21.036305399999996,105.82898610000001,30.0,1980000000.00,2.0,2.0,2
ObjectId(5e5f39a338c1de470fcd1415),21.029726999999998,105.79133320228829,25.0,2950000000.00,3.0,3.0,2
ObjectId(5e5f39a338c1de470fcd141a),21.034864000000002,105.8046861,28.0,2850000000.00,2.0,2.0,2
ObjectId(5e5f39bc38c1de470fcd145b),21.045479999999998,105.92783999999999,46.0,3200000000.0,3.0,3.0,2
ObjectId(5e5f39be38c1de470fcd145c),21.052143899999997,105.8856768,48.0,6300000000.0,4.0,3.0,2
ObjectId(5e5f39a638c1de470fcd141c),21.039669699999997,105.75922309999999,40.0,2800000000.0,4.0,4.0,2
ObjectId(5e5f39a638c1de470fcd141e),21.0144882,105.82358773627462,33.0,1990000000.00,3.0,3.0,2
ObjectId(5e5f39a638c1de470fcd141f),21.029726999999998,105.79133320228829,40.0,4250000000.00,3.0,3.0,2
ObjectId(5e5f39a638c1de470fcd1420),20.9755354,105.8574465456738,35.0,3500000000.0,3.0,4.0,2
ObjectId(5e5f39a838c1de470fcd1423),21.029726999999998,105.79133320228829,35.0,6200000000.0,4.0,2.0,2
ObjectId(5e5f39a838c1de470fcd1425),21.07883,105.91016,31.0,1420000000.00,2.0,2.0,2
ObjectId(5e5f39c138c1de470fcd1460),21.04844,105.87818999999999,52.0,6000000000,4.0,3.0,2
ObjectId(5e5f39c138c1de470fcd1462),21.0420917,105.8175606,36.0,4500000000.0,3.0,3.0,2
ObjectId(5e5f39c338c1de470fcd1464),21.029726999999998,105.79133320228829,40.0,8600000000.0,4.0,4.0,2
ObjectId(5e5f39c338c1de470fcd1466),20.9755354,105.8574465456738,47.0,2490000000.00,4.0,3.0,2
ObjectId(5e5f39c338c1de470fcd1467),21.0203892,105.82354860000001,30.0,3600000000.0,4.0,4.0,2
ObjectId(5e5f39c338c1de470fcd1468),20.99439525,105.81939890126282,45.0,3700000000.0,4.0,4.0,2
ObjectId(5e5f39ac38c1de470fcd1426),21.0165579,105.78864699999995,70.0,17000000000,4.0,4.0,2
ObjectId(5e5f39ac38c1de470fcd142a),21.020607000000002,105.81416200000001,20.0,1980000000.00,2.0,2.0,2
ObjectId(5e5f39ac38c1de470fcd142c),21.0303916,105.77412959999998,75.0,10800000000.0,4.0,4.0,2
ObjectId(5e5f39ac38c1de470fcd142e),21.0185701,105.80758490000002,50.0,6600000000.0,4.0,4.0,2
ObjectId(5e5f39c638c1de470fcd1470),21.0228455,105.7982719,31.0,3150000000.00,3.0,3.0,2
ObjectId(5e5f39c838c1de470fcd1472),21.010177399999996,105.8120261,30.2,2800000000.0,3.0,3.0,2
ObjectId(5e5f39ca38c1de470fcd1476),21.0348806,105.83043899999998,28.0,2900000000.0,4.0,4.0,2
ObjectId(5e5f39ca38c1de470fcd1477),21.004181600000003,105.8392455,417.0,9000000000,4.0,4.0,2
ObjectId(5e5f39ca38c1de470fcd1478),21.014198399999998,105.79584820000001,65.0,10000000000,4.0,4.0,2
ObjectId(5e5f39ca38c1de470fcd1479),21.043503899999997,105.81866979999998,34.0,3600000000.0,3.0,3.0,2
ObjectId(5e5f39ca38c1de470fcd147a),21.0269918,105.8177995,38.0,5500000000.0,4.0,4.0,2
ObjectId(5e5f39ca38c1de470fcd147c),21.0144882,105.82358773627462,49.0,2580000000.00,3.0,3.0,2
ObjectId(5e5f39ca38c1de470fcd147d),21.0228455,105.7982719,31.0,3150000000.00,3.0,3.0,2
ObjectId(5e5f39ca38c1de470fcd1480),21.010177399999996,105.8120261,31.0,2800000000.0,3.0,3.0,2
ObjectId(5e5f39ca38c1de470fcd1481),21.0374681,105.81760179999999,60.0,8700000000.0,4.0,4.0,2
